user_name,machine_name,logon_time,total_sec,stage_1,stage_2,stage_3,stage_4,stage_5,stage_6,stage_7
user_203,machine_17,2/27/2020 15:26,14.185,0.044,,0.031,1.746,0.63,1.677,5.76
user_3,machine_6,02-07-2020 04:32,41.345,0.11,,0.031,1.526,1.33,24.006,6.904
user_657,machine_16,2/28/2020 5:06,20.555,0.033,3.397,0.156,2.25,0.31,5.807,6.176
user_287,machine_4,2/20/2020 1:11,59.851,0.06,4.067,0.031,1.74,0.757,43.327,7.87
user_351,machine_6,2/15/2020 22:46,33.123,0.07,,0.047,2.153,4.197,6.703,18.84
user_59,machine_16,02-12-2020 23:08,27.694,0.02,4.59,0.032,1.956,0.46,4.59,10.29
user_138,machine_0,02-05-2020 01:24,45.424,0.036,9.75,0.172,1.556,1.327,21.273,6.304
user_333,machine_5,02-06-2020 04:38,25.57,0.03,,0.031,1.587,0.883,12.6,6.356
user_582,machine_17,2/14/2020 14:43,27.415,0.06,7.726,0.047,1.757,1.107,2.16,7.2
user_505,machine_6,2/28/2020 3:45,252.655,0.03,,0.031,2.45,2.677,11.754,15.8
user_579,machine_17,2/27/2020 15:43,19.506,0.03,4.276,0.032,1.663,0.86,1.676,5.837
user_348,machine_8,02-05-2020 19:01,22.466,0.033,,0.047,1.574,0.883,10.49,5.853
user_678,machine_23,02-04-2020 06:48,36.393,0.02,,0.047,1.44,0.937,3.463,3.817
user_540,machine_5,2/24/2020 21:26,22.827,0.033,,0.046,1.68,3.11,5.073,11.243
user_669,machine_0,2/19/2020 19:45,14.951,0.034,,0.016,1.48,0.764,2.914,5.373
user_300,machine_5,2/22/2020 3:11,49.94,0.02,14.433,0.032,1.593,0.18,18.307,14.603
user_43,machine_5,02-11-2020 15:07,45.017,0.036,,0.031,1.607,0.673,6.134,7.626
user_237,machine_18,02-06-2020 08:39,22.357,0.03,8.07,0.047,1.477,0.47,4.98,4.82
user_637,machine_6,2/29/2020 6:39,17.48,0.017,,0.031,1.623,0.784,2.553,7.004
user_177,machine_6,02-11-2020 19:14,25.972,0.05,4.043,0.047,1.603,0.89,3.29,7.704
user_71,machine_2,2/22/2020 2:12,22.34,0.05,7.586,0.032,1.437,0.493,3.5,5.353
user_71,machine_0,02-09-2020 04:52,57.154,0.063,,0.031,1.983,5.364,15.706,11.517
user_94,machine_14,2/29/2020 5:09,26.839,0.078,,0.015,1.394,0.21,4.63,12.357
user_316,machine_4,02-12-2020 18:53,22.529,0.031,,0.141,1.774,0.797,3.27,12.246
user_485,machine_4,2/24/2020 22:25,41.984,0.046,,0.031,1.727,2.49,23.617,10.896
user_76,machine_4,2/19/2020 3:08,56.439,0.033,,0.031,1.51,0.884,3.707,6.203
user_537,machine_4,2/25/2020 19:27,35.201,0.016,3.13,0.078,1.734,1.343,14.053,11.313
user_542,machine_2,2/22/2020 18:27,52.216,0.03,2.954,0.031,1.54,0.4,27.473,11.464
user_30,machine_19,02-04-2020 16:56,24.96,0.033,,0.032,1.533,0.277,3.547,10.8
user_207,machine_21,02-10-2020 10:13,27.296,0.104,6.067,0.14,1.476,1.057,2,7.564
user_518,machine_17,2/24/2020 14:07,19.254,0.033,,0.032,1.653,0.594,5.664,5.476
user_647,machine_18,03-02-2020 11:11,29.452,0.03,,0.032,1.743,0.767,15.506,5.63
user_555,machine_7,2/28/2020 2:04,113.466,0.034,,0.047,1.627,1.21,101.5,5.79
user_324,machine_6,02-06-2020 07:58,15.838,0.037,,0.047,1.48,0.833,2.517,6.273
user_206,machine_21,02-03-2020 15:37,15.8,0.033,,0.125,1.45,0.71,3.093,5.17
user_300,machine_5,2/22/2020 2:23,41.274,0.177,3.77,0.031,1.68,0.24,20.124,14.86
user_612,machine_17,2/25/2020 0:14,34.675,0.07,,0.031,2.877,0.503,5.433,10.017
user_201,machine_7,02-07-2020 19:14,23.923,0.046,11.157,0.031,,0.224,0.2,4.03
user_294,machine_5,2/19/2020 0:12,27.768,0.03,7.613,0.047,1.576,1.237,6.02,6.787
user_647,machine_21,2/19/2020 14:22,42.879,0.02,,0.032,1.737,0.237,16.487,11.683
user_357,machine_1,2/20/2020 16:51,16.532,0.02,,0.032,1.494,0.95,2.92,5.543
user_612,machine_17,2/28/2020 19:59,18.075,0.033,,0.032,1.707,0.804,6.137,5.27
user_386,machine_16,02-07-2020 08:41,28.404,0.067,,0.031,1.727,0.28,9.944,7.903
user_302,machine_5,02-11-2020 22:17,23.172,0.017,5.286,0.032,1.813,1.11,3.05,9.824
user_17,machine_19,2/27/2020 13:01,17.44,0.063,,0.031,1.697,0.61,4.18,5.57
user_518,machine_23,02-06-2020 13:43,18.785,0.053,,0.047,1.45,1.02,4.774,6.896
user_328,machine_4,2/20/2020 18:19,19.564,0.03,,0.031,1.504,0.387,6.867,5.047
user_138,machine_2,2/28/2020 16:57,45.425,0.06,7.103,0.032,1.56,0.543,26.507,5.07
user_449,machine_19,02-11-2020 14:54,45.224,0.02,,0.031,1.813,0.6,5.733,8.18
user_340,machine_14,02-08-2020 11:34,45.789,0.06,,0.031,2.003,0.924,9.56,17.824
user_201,machine_5,02-10-2020 19:48,37.284,0.05,3.583,0.015,1.537,0.917,8.457,7.337
user_699,machine_0,2/26/2020 22:48,19.933,0.017,,0.032,1.45,0.254,2.5,9.787
user_266,machine_8,03-02-2020 20:27,20.137,0.016,4.387,0.032,1.503,0.324,2.734,4.93
user_70,machine_0,2/16/2020 14:30,70.527,0.097,,0.032,1.656,0.93,4.78,9.754
user_235,machine_18,2/22/2020 9:17,17.112,0.033,,0.031,2.076,0.727,5.34,4.553
user_522,machine_17,2/13/2020 20:57,37.457,0.03,6.937,0.047,1.82,1.197,14.48,6.963
user_160,machine_0,2/19/2020 3:21,21.059,0.033,,0.047,1.597,1.127,7.943,5.28
user_500,machine_22,2/28/2020 10:59,24.651,0.02,5.44,0.032,1.724,0.323,3.02,6.17
user_525,machine_17,02-05-2020 16:44,27.517,0.063,6.533,0.031,1.504,0.353,5.993,5.18
user_219,machine_18,2/20/2020 8:59,30.926,0.033,9.243,0.047,1.783,0.787,4.823,7.137
user_297,machine_22,02-09-2020 13:23,45.211,0.067,,0.031,1.493,0.31,3.7,11.077
user_542,machine_3,02-04-2020 14:44,52.692,0.03,5.376,0.14,1.633,1.02,34.02,5.433
user_266,machine_6,02-12-2020 01:45,34.466,0.017,,0.047,1.653,0.177,4.163,11.317
user_529,machine_19,2/19/2020 11:52,24.616,0.034,,0.031,1.673,0.19,2.953,10.91
user_211,machine_6,02-11-2020 19:48,19.981,0.056,,0.046,1.636,0.703,2.11,8.58
user_530,machine_19,2/25/2020 15:37,27.898,0.047,7.474,0.031,1.65,0.233,1.96,10.327
user_323,machine_5,2/20/2020 19:01,32.408,0.03,3.1,0.047,1.58,0.207,9.75,9.934
user_165,machine_24,02-12-2020 11:48,49.329,0.016,,0.031,1.743,1.486,31.413,6.897
user_589,machine_16,2/28/2020 6:01,17.346,0.073,,0.141,1.353,0.23,4.653,6.22
user_412,machine_17,02-05-2020 14:03,419.763,0.064,6.803,0.032,1.41,0.447,1.353,5.12
user_55,machine_4,2/26/2020 1:24,28.279,0.066,5.67,0.047,1.683,1.517,3.09,13.347
user_13,machine_5,2/14/2020 3:01,53.008,0.06,4.337,0.047,2.68,2.24,18.224,21.23
user_183,machine_8,2/13/2020 22:07,28.838,0.031,3.204,0.047,1.897,0.724,12.173,7.897
user_288,machine_4,02-05-2020 00:38,26.446,0.03,3.13,0.047,1.726,0.197,7.356,10.334
user_233,machine_5,2/22/2020 18:19,16.441,0.114,,0.047,1.536,1.566,3.793,7.08
user_359,machine_19,2/22/2020 0:54,164.845,0.043,,0.031,1.866,0.354,10.043,5.41
user_186,machine_5,02-09-2020 17:22,44.333,0.033,7.94,0.031,1.907,1.9,22,9.173
user_647,machine_21,2/19/2020 14:01,41.168,0.033,,0.031,1.793,1.457,17.493,8.394
user_647,machine_22,2/18/2020 10:31,42.317,0.033,,0.031,1.643,0.214,15.847,11.283
user_181,machine_4,2/24/2020 19:48,34.124,0.033,3.97,0.047,1.61,0.194,12.26,11.397
user_487,machine_5,2/28/2020 22:19,37.695,0.077,3.256,0.141,1.613,0.846,15.693,6.847
user_577,machine_22,03-01-2020 16:51,23.204,0.163,,0.031,1.703,0.867,2.783,8.017
user_255,machine_21,2/17/2020 20:04,28.464,0.033,4.63,0.031,1.757,1.024,8.923,7.133
user_448,machine_16,02-04-2020 07:36,19.933,0.016,,0.047,1.666,0.27,5.036,6.06
user_50,machine_7,03-01-2020 08:22,18.323,0.057,,0.062,1.607,0.357,6.06,6.183
user_183,machine_5,2/21/2020 20:28,31.402,0.03,7.144,0.031,1.74,0.21,6.986,11.824
user_647,machine_24,2/20/2020 11:50,44.368,0.02,,0.015,1.73,1.794,16.173,10.223
user_634,machine_5,02-06-2020 09:16,26.438,0.033,5.453,0.046,1.504,0.163,4,9.967
user_191,machine_5,03-01-2020 04:13,33.863,0.11,,0.047,1.66,0.164,12.427,10.573
user_298,machine_6,02-04-2020 20:20,19.872,0.03,,0.062,1.556,0.847,6.37,5.504
user_316,machine_4,2/27/2020 21:24,21.617,0.02,,0.032,1.716,0.72,3.31,12.323
user_149,machine_23,02-05-2020 08:52,23.265,0.034,6.65,0.047,1.596,0.447,3.656,5
user_699,machine_3,02-05-2020 16:20,15.304,0.033,5.11,0.031,1.377,0.864,1.447,4.73
user_646,machine_21,2/19/2020 14:39,90.408,0.03,19.703,0.031,1.707,0.093,,
user_640,machine_21,2/17/2020 21:10,49.046,0.02,,0.141,1.697,0.213,3.183,12.224
user_207,machine_24,03-02-2020 08:22,27.666,0.046,4.944,0.031,2.194,0.327,2.827,10.94
user_183,machine_5,2/26/2020 19:35,30.479,0.03,3.926,0.063,1.926,2.307,5.853,15.603
user_464,machine_22,03-02-2020 11:59,22.555,0.03,,0.047,1.687,0.663,6.123,5.887
user_359,machine_19,2/22/2020 0:26,25.933,0.033,,0.032,1.706,0.464,9.663,5.413
user_316,machine_5,02-10-2020 00:41,23.052,0.067,,0.031,1.674,1.893,2.837,9.766
user_669,machine_2,02-12-2020 17:33,20.717,0.02,,0.031,1.614,0.306,3.43,10.407
user_472,machine_15,2/20/2020 23:06,16.7,0.036,,0.031,2.22,0.327,1.947,6.27
user_624,machine_5,03-02-2020 21:28,39.451,0.03,,0.046,1.704,0.217,6.084,10.056
user_328,machine_5,2/18/2020 7:31,21.113,0.02,,0.047,1.56,0.28,6.5,5.094
user_356,machine_14,2/22/2020 2:41,20.932,0.03,2.58,0.046,1.567,0.184,9.577,6.337
user_163,machine_0,02-06-2020 13:11,35.636,0.057,4.5,0.031,1.726,0.883,11.623,7.783
user_661,machine_4,2/14/2020 19:47,34.521,0.03,,0.047,2.127,0.306,10.227,12.19
user_477,machine_5,02-11-2020 00:49,70.865,0.063,,0.015,1.64,1.02,9.32,8.223
user_663,machine_5,02-08-2020 02:27,22.507,0.03,,0.031,1.697,0.187,3.137,10.79
user_313,machine_5,2/26/2020 13:05,22.477,0.05,,0.032,1.694,0.31,1.774,12.306
user_283,machine_14,02-04-2020 22:50,35.34,0.034,,0.047,2.05,0.376,6.956,8.717
user_123,machine_1,2/25/2020 13:48,23.872,0.02,4.073,0.14,1.503,0.806,3.763,7.324
user_641,machine_23,2/26/2020 19:15,18.274,0.033,,0.031,1.714,0.423,5.054,5.463
user_188,machine_0,2/15/2020 4:53,64.052,0.079,8.423,0.031,1.96,1.413,34.2,7.82
user_296,machine_4,2/25/2020 2:19,37.803,0.03,3.697,0.047,1.63,0.187,14.317,12.706
user_30,machine_18,03-02-2020 14:04,25.468,0.03,,0.032,3.22,0.516,4.34,8.353
user_518,machine_24,2/24/2020 12:28,22.909,0.05,,0.047,1.66,0.217,5.527,10.107
user_228,machine_5,2/18/2020 19:32,41.198,0.017,,0.062,1.59,0.187,4.106,9.75
user_485,machine_5,02-03-2020 23:36,30.571,0.02,,0.015,1.536,0.64,17.516,5.687
user_478,machine_7,2/28/2020 0:16,20.648,0.034,1.927,0.047,1.527,0.573,7.817,5.17
user_612,machine_24,2/28/2020 11:00,30.759,0.03,,0.031,1.773,0.39,7.096,12.06
user_228,machine_4,2/19/2020 20:03,41.633,0.034,,0.031,1.573,0.176,3.467,10.763
user_33,machine_19,2/13/2020 11:02,35.746,0.02,4.316,0.046,2.393,2.003,6.104,15.72
user_33,machine_19,2/13/2020 11:17,33.145,0.18,4.393,0.032,2.403,2.006,5.95,14.646
user_671,machine_4,2/19/2020 0:39,18.935,0.07,,0.031,1.57,1.27,5.37,6.587
user_213,machine_9,03-02-2020 20:04,44.565,0.03,,0.016,1.593,0.304,34.144,4.83
user_201,machine_4,2/21/2020 22:15,32.483,0.164,,0.047,,0.34,0.186,3.637
user_268,machine_19,02-05-2020 12:52,40.852,0.03,2.163,0.031,1.46,0.44,2.084,5.046
user_304,machine_7,2/29/2020 3:07,42.786,0.034,,0.047,2.116,0.8,29.59,6.77
user_114,machine_5,2/18/2020 20:34,66.017,0.033,9.267,0.047,1.68,0.593,41.69,5.776
user_255,machine_23,02-12-2020 22:19,38.018,0.034,7.55,0.032,1.61,0.207,8.18,11.384
user_14,machine_19,02-03-2020 18:28,38.664,0.033,,0.032,1.413,0.283,2.624,7.156
user_647,machine_24,03-02-2020 16:18,36.655,0.02,,0.016,1.67,0.554,16.564,6.816
user_148,machine_4,02-05-2020 01:26,17.368,0.046,,0.047,1.653,1.064,2.976,6.26
user_68,machine_14,02-12-2020 23:21,71.148,0.031,,0.031,1.98,0.92,7.023,17.7
user_478,machine_4,2/18/2020 19:20,21.129,0.033,3.413,0.047,1.59,0.456,5.837,5.573
user_177,machine_6,02-04-2020 01:22,168.521,0.05,4.754,0.046,1.563,0.173,3.177,10.563
user_64,machine_18,2/20/2020 23:15,28.536,0.034,,0.047,1.86,0.223,5.887,10.866
user_296,machine_4,03-02-2020 20:40,33.582,0.031,4.517,0.047,1.663,0.25,14.34,5.204
user_154,machine_6,2/28/2020 4:26,13.086,0.06,,0.156,1.523,0.27,2.34,5.037
user_179,machine_2,2/19/2020 13:47,32.333,0.136,11.71,0.141,1.493,0.763,4.94,5.603
user_521,machine_16,2/21/2020 21:18,27.048,0.046,,0.047,1.723,0.284,3.693,7.13
user_131,machine_4,2/24/2020 18:16,24.81,0.07,4.436,0.031,1.55,1.473,4.977,8.186
user_39,machine_4,2/26/2020 18:29,27.677,0.03,,0.093,1.95,0.293,3.566,12.114
user_136,machine_16,2/20/2020 21:16,25.336,0.033,,0.156,2.117,0.507,7.033,8.39
user_30,machine_24,2/16/2020 17:06,25.439,0.1,,0.031,1.787,0.883,4.2,8.7
user_412,machine_18,2/17/2020 15:14,22.442,0.033,6.494,0.031,1.674,0.944,2.744,6.776
user_478,machine_5,2/29/2020 20:19,27.192,0.16,1.963,0.063,1.407,0.963,8.28,6.723
user_522,machine_21,2/21/2020 12:24,29.72,0.03,,0.046,1.81,0.753,16.64,5.713
user_131,machine_5,02-08-2020 20:31,23.798,0.34,3.753,0.047,1.536,0.577,4.086,6.747
user_518,machine_22,2/24/2020 11:40,24.052,0.033,,0.047,2.26,0.237,5.787,10.76
user_422,machine_7,02-07-2020 21:23,27.501,0.046,6.654,0.062,1.986,1.25,3.443,6.77
user_166,machine_1,02-06-2020 17:29,25.29,0.034,6.763,0.031,1.91,1.2,3.3,6.407
user_647,machine_17,2/19/2020 14:24,47.643,0.02,,0.077,1.727,0.4,16.144,13.95
user_351,machine_6,2/13/2020 22:32,47.53,0.034,,0.062,2.784,2.107,9.85,28.567
user_271,machine_2,2/27/2020 15:43,20.273,0.03,,0.031,1.497,0.883,7.473,5.79
user_537,machine_8,02-05-2020 21:32,37.4,0.017,6.757,0.047,1.757,0.934,13.99,6.293
user_603,machine_17,2/25/2020 15:59,57.874,0.08,,0.141,3.696,0.88,1.543,7.473
user_255,machine_21,2/18/2020 22:34,46.507,0.033,18.064,0.031,1.764,1.124,9.314,9.08
user_377,machine_5,02-12-2020 09:21,31.726,0.017,6.273,0.015,1.57,1.443,6.48,9.093
user_516,machine_5,02-11-2020 17:46,21.204,0.33,,0.031,1.57,0.177,1.7,11.146
user_412,machine_23,2/20/2020 16:13,31.096,0.03,10.52,0.031,1.666,1.357,3.05,8.59
user_432,machine_4,2/25/2020 0:02,27.167,0.016,0.336,0.032,1.696,2.803,10.39,10.357
user_418,machine_1,2/18/2020 23:42,24.033,0.03,7.027,0.031,1.444,1.087,1.98,4.347
user_601,machine_6,02-06-2020 17:55,23.064,1.223,,0.047,1.593,0.163,4.873,10.41
user_188,machine_3,02-05-2020 02:02,28.942,0.03,7.916,0.031,1.427,0.674,7.6,5.053
user_213,machine_4,2/18/2020 0:28,37.972,0.096,,0.047,1.81,0.953,22.787,7.37
user_31,machine_15,2/26/2020 0:39,19.092,0.03,2.857,0.031,1.833,0.383,3.637,8.027
user_674,machine_19,2/23/2020 9:24,53.957,0.133,,0.047,4.326,0.81,19.123,10.534
user_49,machine_18,2/17/2020 15:07,20.724,0.03,6.253,0.031,1.703,1.083,1.407,6.24
user_62,machine_5,2/28/2020 15:23,60.926,0.033,7.56,0.031,1.637,0.187,36.463,10.167
user_298,machine_4,2/20/2020 14:14,27.503,0.14,,0.031,1.56,0.183,7.234,10.486
user_373,machine_6,02-11-2020 03:34,80.749,0.017,5.767,0.031,1.497,1.087,8.167,8.043
user_359,machine_19,2/20/2020 0:44,28.25,0.05,,0.031,1.74,0.223,3.946,10.507
user_149,machine_24,02-09-2020 16:20,30.82,0.113,8.727,0.031,1.533,1.097,3.97,6.06
user_694,machine_17,2/21/2020 12:21,24.691,0.034,7.024,0.156,1.724,0.503,4.007,5.743
user_84,machine_3,03-02-2020 19:40,38.347,0.033,,0.031,2.247,1.88,13.177,13.316
user_647,machine_21,2/17/2020 11:50,50.394,0.03,,0.031,1.817,0.946,17.894,8.43
user_359,machine_18,2/22/2020 0:00,32.714,0.19,,0.125,1.82,0.493,10.196,5.717
user_331,machine_5,2/14/2020 22:12,51.87,0.046,6.233,0.031,2.547,0.784,17.426,18.447
user_249,machine_8,02-05-2020 00:36,28.348,0.034,5.123,0.047,1.643,0.747,11.03,5.654
user_13,machine_4,2/20/2020 0:44,23.868,0.03,4.133,0.031,1.58,0.93,5.59,7.876
user_572,machine_6,02-08-2020 01:21,34.447,0.057,6.853,0.047,1.583,0.983,8.093,7.967
user_658,machine_5,2/25/2020 5:26,30.661,0.078,10.63,0.032,1.57,0.986,1.63,10.48
user_602,machine_5,02-11-2020 18:44,43.79,0.03,4.97,0.031,1.73,0.684,24.344,8.75
user_141,machine_5,2/22/2020 20:24,33.755,0.063,,0.047,1.503,1.336,18.263,7.27
user_485,machine_8,02-05-2020 03:00,32.35,0.033,,0.031,1.557,1.073,18.774,6.146
user_671,machine_5,02-07-2020 00:39,20.326,0.03,,0.032,1.557,0.23,4.637,10.48
user_380,machine_5,02-10-2020 09:03,34.925,0.08,,0.016,1.67,0.17,18.217,10.663
user_13,machine_5,2/27/2020 18:52,33.732,0.064,5.787,0.031,1.51,0.163,5.814,9.77
user_464,machine_21,2/18/2020 8:55,28.41,0.097,,0.031,1.696,1.063,5.547,7.407
user_61,machine_7,2/29/2020 0:12,29.637,0.02,,0.047,1.653,1.15,14.01,9.807
user_388,machine_6,02-07-2020 01:33,31.037,0.048,5.237,0.031,1.58,0.663,8.146,7.567
